"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 17 22:57:36 UTC 2026","Sun May 17 22:57:38 UTC 2026","1789","","","","","","[1:6] Buscar usuários",""
